"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","183","2203394347008","7430144","2121728","9568",,,,,,,,,,"Process",,,"8",,,,,"2772",".",,,,"9568","9568","2121728","2121728","75480","75480","2498560","2498560","8728576","8728576","2203401162752","82939904",,,"2121728","2121728","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","183","2203394347008","76124160","False",,,,"7430144","7430144",,,,,,"0","","True",,
"svchost","0","267","2203421081600","19009536","11096064","10464",,,,,,,,,,"Process",,,"8",,,,,"2780",".",,,,"10464","10464","11096064","11096064","89344","89344","18948096","18948096","27729920","27729920","2203425910784","107687936",,,"11096064","11096064","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","267","2203421081600","102858752","False",,,,"19009536","19009536",,,,,,"0","","True",,
"svchost","0","335","2203409711104","11677696","3592192","11144",,,,,,,,,,"Process",,,"8",,,,,"2928",".",,,,"11144","11144","3592192","3592192","103392","103392","3768320","3768320","16101376","16101376","2203423244288","105021440",,,"3592192","3592192","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","335","2203409711104","91488256","False",,,,"11677696","11677696",,,,,,"0","","True",,
"svchost","0","211","2203397165056","8634368","2723840","10904",,,,,,,,,,"Process",,,"8",,,,,"3040",".",,,,"10904","10904","2723840","2723840","87496","87496","4501504","4501504","9748480","9748480","2203404599296","86376448",,,"2723840","2723840","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","211","2203397165056","78942208","False",,,,"8634368","8634368",,,,,,"0","","True",,
"svchost","0","416","2203416977408","14475264","4100096","13712",,,,,,,,,,"Process",,,"8",,,,,"3084",".",,,,"13712","13712","4100096","4100096","118992","118992","4898816","4898816","15134720","15134720","2203422220288","103997440",,,"4100096","4100096","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","416","2203416977408","98754560","False",,,,"14475264","14475264",,,,,,"0","","True",,
"svchost","0","230","2203399323648","8331264","2633728","11464",,,,,,,,,,"Process",,,"8",,,,,"3112",".",,,,"11464","11464","2633728","2633728","78888","78888","2957312","2957312","9355264","9355264","2203403608064","85385216",,,"2633728","2633728","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","230","2203399323648","81100800","False",,,,"8331264","8331264",,,,,,"0","","True",,
"svchost","0","378","2203402956800","9568256","3231744","15344",,,,,,,,,,"Process",,,"8",,,,,"3180",".",,,,"15344","15344","3231744","3231744","103400","103400","3977216","3977216","11104256","11104256","2203411886080","93663232",,,"3231744","3231744","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","378","2203402956800","84733952","False",,,,"9568256","9568256",,,,,,"0","","True",,
"svchost","0","141","2203388727296","6615040","1970176","11256",,,,,,,,,,"Process",,,"8",,,,,"3188",".",,,,"11256","11256","1970176","1970176","65960","65960","2347008","2347008","7196672","7196672","2203391348736","73125888",,,"1970176","1970176","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","141","2203388727296","70504448","False",,,,"6615040","6615040",,,,,,"0","","True",,
"svchost","0","179","2203399639040","7004160","1863680","9536",,,,,,,,,,"Process",,,"8",,,,,"3368",".",,,,"9536","9536","1863680","1863680","84392","84392","2129920","2129920","7946240","7946240","2203401809920","83587072",,,"1863680","1863680","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","179","2203399639040","81416192","False",,,,"7004160","7004160",,,,,,"0","","True",,
"svchost","0","523","2203444879360","17973248","7811072","21192",,,,,,,,,,"Process",,,"8",,,,,"3464",".",,,,"21192","21192","7811072","7811072","166768","166768","11280384","11280384","20525056","20525056","2203460153344","141930496",,,"7811072","7811072","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","523","2203444879360","126656512","False",,,,"17973248","17973248",,,,,,"0","","True",,
"svchost","0","233","2203417014272","12906496","2830336","14216",,,,,,,,,,"Process",,,"8",,,,,"3572",".",,,,"14216","14216","2830336","2830336","121512","121512","3432448","3432448","14491648","14491648","2203425935360","107712512",,,"2830336","2830336","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","233","2203417014272","98791424","False",,,,"12906496","12906496",,,,,,"0","","True",,
"svchost","0","219","2203404922880","8179712","2179072","11208",,,,,,,,,,"Process",,,"8",,,,,"3696",".",,,,"11208","11208","2179072","2179072","94024","94024","2330624","2330624","9019392","9019392","2203408068608","89845760",,,"2179072","2179072","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203404922880","86700032","False",,,,"8179712","8179712",,,,,,"0","","True",,
"svchost","0","446","2203630141440","75055104","90873856","21752",,,,,,,,,,"Process",,,"8",,,,,"3760",".",,,,"21752","21752","90873856","90873856","241832","241832","91090944","91090944","122179584","122179584","2203650691072","332468224",,,"90873856","90873856","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","446","2203630141440","311918592","False",,,,"75055104","75055104",,,,,,"0","","True",,
"svchost","0","444","2203428753408","14909440","10543104","32312",,,,,,,,,,"Process",,,"8",,,,,"3824",".",,,,"32312","32312","10543104","10543104","114712","114712","13553664","13553664","22626304","22626304","2203442978816","124755968",,,"10543104","10543104","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","444","2203428753408","110530560","False",,,,"14909440","14909440",,,,,,"0","","True",,
"svchost","0","185","2203399688192","7630848","2109440","10952",,,,,,,,,,"Process",,,"8",,,,,"3832",".",,,,"10952","10952","2109440","2109440","84792","84792","2338816","2338816","8744960","8744960","2203402313728","84090880",,,"2109440","2109440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","185","2203399688192","81465344","False",,,,"7630848","7630848",,,,,,"0","","True",,
"svchost","5","362","2203504156672","24809472","9101312","20648","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k AarSvcGroup -p -s AarSvc",,"Microsoft Corporation","1.734375","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5052","8",,"False","2021/06/13 23:15:58",,"3884",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20648","20648","9101312","9101312","239288","239288","9363456","9363456","29777920","29777920","2203508813824","190590976","True","Normal","9101312","9101312","svchost","255","5",,"System.Diagnostics.ProcessThreadCollection","362","2203504156672","185933824","False",,,,"24809472","24809472",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.2343750","00:00:01.7343750","00:00:00.5000000","0","","True",,
"svchost","0","216","2203400638464","8085504","2285568","14408",,,,,,,,,,"Process",,,"8",,,,,"3936",".",,,,"14408","14408","2285568","2285568","89016","89016","2482176","2482176","9183232","9183232","2203404308480","86085632",,,"2285568","2285568","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","216","2203400638464","82415616","False",,,,"8085504","8085504",,,,,,"0","","True",,
"svchost","5","547","2203523067904","38281216","9326592","23832","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService",,"Microsoft Corporation","13.171875","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5768","8",,"False","2021/06/13 23:15:23",,"3984",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23832","23832","9326592","9326592","346688","346688","9871360","9871360","40632320","40632320","2203542847488","224624640","True","Normal","9326592","9326592","svchost","255","5",,"System.Diagnostics.ProcessThreadCollection","547","2203523067904","204845056","False",,,,"38281216","38281216",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:03.2187500","00:00:13.1718750","00:00:09.9531250","0","","True",,
"svchost","5","494","2203476979712","31723520","18436096","20616","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc",,"Microsoft Corporation","80.703125","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2112","8",,"False","2021/06/13 23:15:22",,"4016",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20616","20616","18436096","18436096","206528","206528","23326720","23326720","41115648","41115648","2203489857536","171634688","True","Normal","18436096","18436096","svchost","255","5",,"System.Diagnostics.ProcessThreadCollection","494","2203476979712","158756864","False",,,,"31723520","31723520",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:38.6406250","00:01:20.7031250","00:00:42.0625000","0","","True",,
"svchost","0","314","2203579371520","15478784","5484544","28120",,,,,,,,,,"Process",,,"8",,,,,"4064",".",,,,"28120","28120","5484544","5484544","125688","125688","90836992","90836992","99377152","99377152","2204432687104","1114464256",,,"5484544","5484544","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","314","2203579371520","261148672","False",,,,"15478784","15478784",,,,,,"0","","True",,
"svchost","0","503","2203455565824","19566592","14540800","17504",,,,,,,,,,"Process",,,"8",,,,,"4116",".",,,,"17504","17504","14540800","14540800","114392","114392","38436864","38436864","47087616","47087616","2203471818752","153595904",,,"14540800","14540800","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","503","2203455565824","137342976","False",,,,"19566592","19566592",,,,,,"0","","True",,
"svchost","0","189","2203395842048","6103040","2043904","7336",,,,,,,,,,"Process",,,"8",,,,,"4132",".",,,,"7336","7336","2043904","2043904","59712","59712","2043904","2043904","6594560","6594560","2203396894720","78671872",,,"2043904","2043904","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","189","2203395842048","77619200","False",,,,"6103040","6103040",,,,,,"0","","True",,
"svchost","0","452","2203678785536","61206528","52101120","28312",,,,,,,,,,"Process",,,"8",,,,,"4140",".",,,,"28312","28312","52101120","52101120","147488","147488","70152192","70152192","81207296","81207296","2203683549184","365326336",,,"52101120","52101120","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","452","2203678785536","360562688","False",,,,"61206528","61206528",,,,,,"0","","True",,
"svchost","0","592","2203511828480","36622336","24637440","26776",,,,,,,,,,"Process",,,"8",,,,,"4148",".",,,,"26776","26776","24637440","24637440","191816","191816","58834944","58834944","75636736","75636736","2203549003776","230780928",,,"24637440","24637440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","592","2203511828480","193605632","False",,,,"36622336","36622336",,,,,,"0","","True",,
"svchost","0","129","2203391700992","6041600","1679360","9552",,,,,,,,,,"Process",,,"8",,,,,"4160",".",,,,"9552","9552","1679360","1679360","70440","70440","1953792","1953792","7274496","7274496","2203395375104","77152256",,,"1679360","1679360","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","129","2203391700992","73478144","False",,,,"6041600","6041600",,,,,,"0","","True",,
"svchost","0","418","2203435143168","22011904","5525504","20016",,,,,,,,,,"Process",,,"8",,,,,"4176",".",,,,"20016","20016","5525504","5525504","174120","174120","6324224","6324224","23740416","23740416","2203448717312","130494464",,,"5525504","5525504","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","418","2203435143168","116920320","False",,,,"22011904","22011904",,,,,,"0","","True",,
"svchost","0","265","2203398520832","7192576","2879488","14136",,,,,,,,,,"Process",,,"8",,,,,"4184",".",,,,"14136","14136","2879488","2879488","89584","89584","3371008","3371008","8806400","8806400","2203403763712","85540864",,,"2879488","2879488","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","265","2203398520832","80297984","False",,,,"7192576","7192576",,,,,,"0","","True",,
"svchost","0","148","2203385958400","5496832","1425408","7376",,,,,,,,,,"Process",,,"8",,,,,"4192",".",,,,"7376","7376","1425408","1425408","60808","60808","1589248","1589248","6057984","6057984","2203389108224","70885376",,,"1425408","1425408","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","148","2203385958400","67735552","False",,,,"5496832","5496832",,,,,,"0","","True",,
"svchost","0","122","2203389755392","5566464","1630208","8192",,,,,,,,,,"Process",,,"8",,,,,"4724",".",,,,"8192","8192","1630208","1630208","61296","61296","1863680","1863680","6062080","6062080","2203392376832","74153984",,,"1630208","1630208","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","122","2203389755392","71532544","False",,,,"5566464","5566464",,,,,,"0","","True",,
"svchost","0","367","2203402444800","9957376","3096576","16880",,,,,,,,,,"Process",,,"8",,,,,"4848",".",,,,"16880","16880","3096576","3096576","101320","101320","3858432","3858432","11567104","11567104","2203413549056","95326208",,,"3096576","3096576","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","367","2203402444800","84221952","False",,,,"9957376","9957376",,,,,,"0","","True",,
"svchost","0","212","2203402760192","9109504","2543616","11968",,,,,,,,,,"Process",,,"8",,,,,"4940",".",,,,"11968","11968","2543616","2543616","89944","89944","2748416","2748416","9764864","9764864","2203404357632","86134784",,,"2543616","2543616","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","212","2203402760192","84537344","False",,,,"9109504","9109504",,,,,,"0","","True",,
"svchost","0","399","2203418488832","11952128","3702784","25216",,,,,,,,,,"Process",,,"8",,,,,"5068",".",,,,"25216","25216","3702784","3702784","122144","122144","4268032","4268032","13324288","13324288","2203423223808","105000960",,,"3702784","3702784","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","399","2203418488832","100265984","False",,,,"11952128","11952128",,,,,,"0","","True",,
"svchost","0","164","2203388850176","7229440","1982464","10144",,,,,,,,,,"Process",,,"8",,,,,"6116",".",,,,"10144","10144","1982464","1982464","62440","62440","3067904","3067904","8945664","8945664","2203390947328","72724480",,,"1982464","1982464","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","164","2203388850176","70627328","False",,,,"7229440","7229440",,,,,,"0","","True",,
"svchost","0","249","2203430612992","12746752","3309568","13320",,,,,,,,,,"Process",,,"8",,,,,"6212",".",,,,"13320","13320","3309568","3309568","124344","124344","3993600","3993600","15192064","15192064","2203437293568","119070720",,,"3309568","3309568","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","249","2203430612992","112390144","False",,,,"12746752","12746752",,,,,,"0","","True",,
"svchost","0","465","2203452231680","19410944","9347072","13728",,,,,,,,,,"Process",,,"8",,,,,"6796",".",,,,"13728","13728","9347072","9347072","141000","141000","9805824","9805824","25931776","25931776","2203473195008","154972160",,,"9347072","9347072","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","465","2203452231680","134008832","False",,,,"19410944","19410944",,,,,,"0","","True",,
"svchost","0","179","2203399704576","8863744","2252800","11480",,,,,,,,,,"Process",,,"8",,,,,"6824",".",,,,"11480","11480","2252800","2252800","89912","89912","2625536","2625536","10592256","10592256","2203403325440","85102592",,,"2252800","2252800","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","179","2203399704576","81481728","False",,,,"8863744","8863744",,,,,,"0","","True",,
"svchost","0","124","2203388866560","6758400","1650688","8152",,,,,,,,,,"Process",,,"8",,,,,"7220",".",,,,"8152","8152","1650688","1650688","64680","64680","1781760","1781760","7716864","7716864","2203393060864","74838016",,,"1650688","1650688","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","124","2203388866560","70643712","False",,,,"6758400","6758400",,,,,,"0","","True",,
"svchost","0","222","2203410743296","11997184","3198976","11688",,,,,,,,,,"Process",,,"8",,,,,"7332",".",,,,"11688","11688","3198976","3198976","110496","110496","3547136","3547136","12718080","12718080","2203423412224","105189376",,,"3198976","3198976","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","222","2203410743296","92520448","False",,,,"11997184","11997184",,,,,,"0","","True",,
"svchost","0","391","2203443986432","12300288","7122944","14608",,,,,,,,,,"Process",,,"8",,,,,"9172",".",,,,"14608","14608","7122944","7122944","116608","116608","24453120","24453120","44912640","44912640","2203700801536","382578688",,,"7122944","7122944","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","391","2203443986432","125763584","False",,,,"12300288","12300288",,,,,,"0","","True",,
"svchost","0","345","2203448360960","17469440","6500352","19784",,,,,,,,,,"Process",,,"8",,,,,"10056",".",,,,"19784","19784","6500352","6500352","142400","142400","25214976","25214976","32960512","32960512","2203473580032","155357184",,,"6500352","6500352","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","345","2203448360960","130138112","False",,,,"17469440","17469440",,,,,,"0","","True",,
"svchost","0","412","2203511312384","37019648","21733376","24432",,,,,,,,,,"Process",,,"8",,,,,"11628",".",,,,"24432","24432","21733376","21733376","191016","191016","45457408","45457408","61116416","61116416","2203539292160","221069312",,,"21733376","21733376","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","412","2203511312384","193089536","False",,,,"37019648","37019648",,,,,,"0","","True",,
"svchost","0","416","2203422998528","11280384","3629056","14224",,,,,,,,,,"Process",,,"8",,,,,"11720",".",,,,"14224","14224","3629056","3629056","112200","112200","4571136","4571136","15040512","15040512","2203430645760","112422912",,,"3629056","3629056","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","416","2203422998528","104775680","False",,,,"11280384","11280384",,,,,,"0","","True",,
"svchost","0","289","2203414294528","15097856","4276224","15472",,,,,,,,,,"Process",,,"8",,,,,"12148",".",,,,"15472","15472","4276224","4276224","116368","116368","5521408","5521408","24580096","24580096","2203440689152","122466304",,,"4276224","4276224","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","289","2203414294528","96071680","False",,,,"15097856","15097856",,,,,,"0","","True",,
"svchost","0","1293","2203390402560","7884800","2011136","8288",,,,,,,,,,"Process",,,"8",,,,,"13132",".",,,,"8288","8288","2011136","2011136","91216","91216","2146304","2146304","8118272","8118272","2203394166784","75943936",,,"2011136","2011136","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1293","2203390402560","72179712","False",,,,"7884800","7884800",,,,,,"0","","True",,
"svchost","5","256","2203428646912","12001280","3125248","14672","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup",,"Microsoft Corporation","0.0625","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5792","8",,"False","2021/06/13 23:17:23",,"14964",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14672","14672","3125248","3125248","155912","155912","3387392","3387392","13627392","13627392","2203433373696","115150848","True","Normal","3125248","3125248","svchost","255","5",,"System.Diagnostics.ProcessThreadCollection","256","2203428646912","110424064","False",,,,"12001280","12001280",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","0","","True",,
"svchost","0","193","2203683225600","9281536","6598656","14952",,,,,,,,,,"Process",,,"8",,,,,"14976",".",,,,"14952","14952","6598656","6598656","93744","93744","6819840","6819840","11091968","11091968","2203688222720","369999872",,,"6598656","6598656","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","193","2203683225600","365002752","False",,,,"9281536","9281536",,,,,,"0","","True",,
"svchost","0","254","2203433201664","15872000","6049792","15408",,,,,,,,,,"Process",,,"8",,,,,"15332",".",,,,"15408","15408","6049792","6049792","152376","152376","7233536","7233536","24797184","24797184","2203461652480","143429632",,,"6049792","6049792","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","254","2203433201664","114978816","False",,,,"15872000","15872000",,,,,,"0","","True",,
"svchost","0","400","2203638669312","26599424","16388096","70560",,,,,,,,,,"Process",,,"8",,,,,"15388",".",,,,"70560","70560","16388096","16388096","210240","210240","28356608","28356608","50237440","50237440","2203673505792","355282944",,,"16388096","16388096","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","400","2203638669312","320446464","False",,,,"26599424","26599424",,,,,,"0","","True",,
"svchost","0","163","2203410886656","7176192","2007040","9160",,,,,,,,,,"Process",,,"8",,,,,"15940",".",,,,"9160","9160","2007040","2007040","102392","102392","2101248","2101248","8183808","8183808","2203413508096","95285248",,,"2007040","2007040","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","163","2203410886656","92663808","False",,,,"7176192","7176192",,,,,,"0","","True",,
"svchost","5","301","2203483066368","23105536","3964928","15224","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc",,"Microsoft Corporation","3.546875","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5484","8",,"False","2021/06/13 23:15:26",,"16312",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15224","15224","3964928","3964928","235704","235704","4505600","4505600","23265280","23265280","2203490545664","172322816","True","Normal","3964928","3964928","svchost","255","5",,"System.Diagnostics.ProcessThreadCollection","301","2203483066368","164843520","False",,,,"23105536","23105536",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.5312500","00:00:03.5468750","00:00:02.0156250","0","","True",,
"svchost","0","147","2203393384448","8142848","1847296","10056",,,,,,,,,,"Process",,,"8",,,,,"17228",".",,,,"10056","10056","1847296","1847296","75520","75520","2134016","2134016","8876032","8876032","2203397054464","78831616",,,"1847296","1847296","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","147","2203393384448","75161600","False",,,,"8142848","8142848",,,,,,"0","","True",,
"svchost","0","108","2203387035648","5353472","1376256","7592",,,,,,,,,,"Process",,,"8",,,,,"17392",".",,,,"7592","7592","1376256","1376256","58288","58288","1462272","1462272","6193152","6193152","2203388084224","69861376",,,"1376256","1376256","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","108","2203387035648","68812800","False",,,,"5353472","5353472",,,,,,"0","","True",,
"svchost","0","102","2203391475712","6090752","1404928","7880",,,,,,,,,,"Process",,,"8",,,,,"18520",".",,,,"7880","7880","1404928","1404928","68624","68624","1646592","1646592","6836224","6836224","2203394179072","75956224",,,"1404928","1404928","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","102","2203391475712","73252864","False",,,,"6090752","6090752",,,,,,"0","","True",,
"System","0","7042","3985408","143360","200704","272",,,,,,,,,,"Process",,,"8",,,,,"4",".",,,,"272","272","200704","200704","0","0","233472","233472","8765440","8765440","20762624","20762624",,,"200704","200704","System",,"0",,"System.Diagnostics.ProcessThreadCollection","7042","3985408","3985408","False",,,,"143360","143360",,,,,,"0","","True",,
"TabletDriverCenter","5","303","4448681984","21155840","3833856","62928496","C:\Program Files\VKTablet\TabletDriverCenter.exe","""C:\Program Files\VKTablet\TabletDriverCenter.exe"" ","System.Diagnostics.Process (explorer)","VEIKK","1.484375","2.0.0.1","2.0.0.1","TabletDriverCenter.exe","VkTabletDriver","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5148","13",,"False","2021/06/13 23:15:46",,"4880",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","62928496","62928496","3833856","3833856","232760","232760","4038656","4038656","23285760","23285760","4466434048","171466752","True","High","3833856","3833856","TabletDriverCenter","255","5",,"System.Diagnostics.ProcessThreadCollection","303","4448681984","153714688","False",,,,"21155840","21155840",,"System.Diagnostics.ProcessModule (TabletDriverCenter.exe)","00:00:00.6562500","00:00:01.4843750","00:00:00.8281250","0","","True",,
"TabletDriverSetting","5","345","4510334976","26238976","13664256","27216","C:\Program Files\VKTablet\TabletDriverSetting.exe","""C:\Program Files\VKTablet\TabletDriverSetting.exe"" -hide","System.Diagnostics.Process (TabletDriverCenter)","VEIKK","1.40625","2.0.0.0","2.0.0.0","TabletDriverSetting","VkTabletDriver","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5652","8",,"False","2021/06/13 23:15:47",,"10420",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27216","27216","13664256","13664256","323528","323528","15540224","15540224","31952896","31952896","4517117952","222150656","True","Normal","13664256","13664256","TabletDriverSetting","255","5",,"System.Diagnostics.ProcessThreadCollection","345","4510334976","215367680","False",,,,"26238976","26238976",,"System.Diagnostics.ProcessModule (TabletDriverSetting.exe)","00:00:00.5156250","00:00:01.4062500","00:00:00.8906250","0","","True",,
"taskhostw","5","337","2203587256320","19402752","8585216","34408","C:\WINDOWS\system32\taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}",,"Microsoft Corporation","4.390625","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows タスクのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5832","8",,"False","2021/06/13 23:15:23",,"10380",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34408","34408","8585216","8585216","193272","193272","10571776","10571776","21200896","21200896","2203591585792","273362944","True","Normal","8585216","8585216","taskhostw","255","5",,"System.Diagnostics.ProcessThreadCollection","337","2203587256320","269033472","False",,,,"19402752","19402752",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:02.5156250","00:00:04.3906250","00:00:01.8750000","0","","True",,
"taskhostw","5","378","2203477532672","20721664","8036352","21864",,,,,"0.328125",,,,,"Process",,,"8",,"False","2021/06/14 2:43:32",,"18332",".",,,,"21864","21864","8036352","8036352","241000","241000","9203712","9203712","24268800","24268800","2203481776128","163553280",,,"8036352","8036352","taskhostw",,"5",,"System.Diagnostics.ProcessThreadCollection","378","2203477532672","159309824","False",,,,"20721664","20721664",,,"00:00:00.2343750","00:00:00.3281250","00:00:00.0937500","0","","True",,
"TeamViewer","5","754","504438784","76775424","55525376","84488","C:\Program Files (x86)\TeamViewer\TeamViewer.exe","""C:\Program Files (x86)\TeamViewer\TeamViewer.exe""",,"TeamViewer Germany GmbH","23.46875","15.18.5.0","15.18.5.0","TeamViewer","TeamViewer","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5512","8",,"False","2021/06/13 23:15:10",,"2196",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","84488","84488","55525376","55525376","751928","751928","63864832","63864832","95744000","95744000","524554240","524554240","True","Normal","55525376","55525376","TeamViewer","255","5",,"System.Diagnostics.ProcessThreadCollection","754","504438784","504438784","False",,,,"76775424","76775424",,"System.Diagnostics.ProcessModule (TeamViewer.exe)","00:00:14","00:00:23.4687500","00:00:09.4687500","0","","True",,
"TeamViewer_Service","0","542","162955264","25923584","22515712","35896",,,,,,,,,,"Process",,,"8",,,,,"4908",".",,,,"35896","35896","22515712","22515712","194816","194816","23777280","23777280","40947712","40947712","180318208","180318208",,,"22515712","22515712","TeamViewer_Service",,"0",,"System.Diagnostics.ProcessThreadCollection","542","162955264","162955264","False",,,,"25923584","25923584",,,,,,"0","","True",,
